en,vi
It will take a while,Chắc phải mất một lúc
My boss is pulling strings right now to save the upper management,Sếp của tao đang giật dây để cứu đám quan chức cấp cao
I am filled with adrenaline,Tôi đang đầy adrenaline đây
The Vatican Without a Mask,Diễn viên phụ waki không đeo mặt nạ
"And one way or another, he pays",Dù gì thì hắn cũng sẽ phải trả giá
We know them for their tails,Ta nhận biết chúng nhờ vào cái đuôi
This time tomorrow I will be studying in the library,Tớ sẽ tới thư viện học bài vào ngày mai
"There, death threats come with the job",Ở đó tìm việc cũng có nguy cơ mất mạng đấy
"And Diane, she would be fine with that ?",Diane sẽ chấp nhận như thế sao
The negative effects of anger have been observed throughout history,Các tác động tiêu cực của sự tức giận đã được quan sát thấy trong suốt lịch sử
So we come out shooting,Vậy chúng ta ra đó bắn trả
The failure of New England to provide militia units or financial support was a serious blow,Việc New England không thực hiện cung cấp các đơn vị dân quân hoặc hỗ trợ tài chính cũng là một đòn nghiêm trọng
It is gonna be a great environment for my little girl to grow up in,Đây là nơi lý tưởng để con gái em lớn lên
Did it scare you my dear ?,Có phải em sợ lắm không em yêu
The electricity powering the lights in this theater was generated just moments ago,Nguồn điện cung cấp cho những bóng đèn trong phòng này được tạo ra chỉ cách đây có vài giây
Her only sign of mental illness is that she disagrees with you,Dấu hiệu mắc bệnh tâm thần duy nhất của bà ta là không đồng ý với anh
He will not go to Florida,Hắn sẽ không đến Florida
"I am all alone now, and I need an ambulance","Giờ tôi đang ở một mình, và tôi cần xe cấp cứu"
Movement of Europeans brought new people to the islands from the continent,Quá trình di cư đã đem những người dân mới từ lục địa tới quần đảo
We are here tonight to celebrate my very dear friend,Chúng ta ở đây đêm nay để chúc mừng người bạn rất thân của tôi
Behind the center stood the mobile guard under the personal command of Khalid,Đằng sau cánh trung tâm là lực lượng kỵ binh tinh nhuệ cơ động nằm dưới sự chỉ huy của cá nhân Khalid
Johnnys your brother,Johnny là em trai con
"Yes, so sorry about that","Vâng, xin lỗi nhiều nhé"
Laura called to introduce you,Laura có gọi cho tôi để giới thiệu anh
Does the Pope hold his word ?,Giáo hoàng sẽ giữ lời chứ
he was the only one who could Put matloff at the scene,Cậu ta là người duy nhất có thể chứng minh Matloff ở hiện trường
I thought you were lost in battle along with your objective,Ta tưởng ngươi đã chết trên chiến trường
"Zero, we are at the bank now","Zero, chúng tôi đến ngân hàng rồi"
"Sherman, get in the boat","Sherman, mau lên thuyền"
"However, she was there only a week before she received orders to sail for the Far East",Tuy nhiên nó chỉ ở lại đây một tuần trước khi được lệnh lên đường đi sang Viễn Đông
Can you stay here until Friday ?,Ông có thể ở lại đến thứ sáu không
"The next day, many more people show pronounced symptoms","Ngày hôm sau, nhiều người hơn cho thấy các triệu chứng rõ rệt của bệnh"
You have got to control yourself and think of something nonsexual,Cậu phải tự kiềm chế và nghĩ về thứ gì đó không dâm tính
That is why we have these guys to do it for us,Đó là lí do ta để những người này làm việc đó thay ta
RIPLEY premature in any of this ?,RIPLEY luôn hấp tấp trong mọi việc
But I need the proof,Nhưng tôi cần bằng chứng
We both know it can not be Donald Blythe,Ta đều biết rằng đó không thể là Donald Blythe
You can spend a few days cooling off in the cells,Cậu nên dịu lại vài ngày trong nhà giam
"And the answer is, really, that we do not","Nhưng câu trả lời là, thực tế chúng ta không làm được"
This is bigger and crazier than you can even imagine,Cái này lớn hơn và điên dại hơn thứ hai người có thể tưởng tượng
"And they dissipate this energy in the form of heat, and you know that effect",năng lượng mất mát tỏa ra dưới dạng nhiệt năng
"This is my, uh, favorite part of the house","Đây là, ừ, chỗ tớ yêu thích nhất"
Now that would take some balls,Thế thì cần nhiều người hơn đấy
And then we went out to dinner,Rồi sau đó chúng tôi cùng đi ăn tối
"Klatskin tumor, obstructing his bile ducts ?","Bị u Klatskin, gây nghẽn trong ống mật"
I am a very rugged man,Tôi là một người đàn ông rất khắc khổ
"No, she is just in the zone","Không, bà ấy vừa mới vào đây"
Perhaps he was in league with Carlo,Có lẽ ông ta liên minh với Carlo
That is when I trigger all the WMDs to go up at the same time,Đó là khi ta châm ngòi mọi vũ khí hủy diệt để phát nổ cùng lúc
"Carrie, this is David, my brother","Carrie, đây là David, em trai tôi"
"Shake it, and you have a heterosexual couple","Lắc nó lên, và bạn có một cặp đôi một nam một nữ"
Fairfield is considered one of the most ethnically diverse suburbs in Australia,Fairfield được xem là một trong những vùng mang tính đa sắc tộc nhất ở nước Úc
The supreme goodness is like water,Bậc thượng thiện giống như nước
Can I sit with you for a while ?,Tôi ngồi với cậu một lúc được không
Look at the intricacy of the scrollwork on the stem,Hãy nhìn những chi tiết phức tạp trên ống tẩu
There are both a school and a street which bear her name in her hometown,Có cả một ngôi trường và một con đường mang tên bà ở quê nhà
"The front, with todays main entrance, faces the Römerberg plaza",Mặt ngoài với cổng chính nhìn ra Quảng trường Römerberg
We monitor our members to make sure they are doing their part,Tôi có màn hình giám sát để chắc rằng họ đang làm việc
"The other day, I saw this dog, he had, like, a gimp, he could not","Có một lần, tôi nhìn thấy con chó, nó gần như sắp chết, nó không thể"
Perhaps now you will listen to me,Có lẽ giờ cô sẽ nghe lời tôi
We all went to the same school ?,Thế là chúng ta đã từng học ở chung một trường
"I was young and hungry once, too",Tôi cũng một thời trẻ trung và tham vọng
It should have been over,Nó đáng lẽ phải kết thúc
"Well, if it makes any difference,",Nếu sự gì đó khác biệt nào khác
How many more of you masks are there ?,Còn bao nhiêu thằng đeo mặt nạ nữa đây
"Now, what is there at the bottom of this fissure ?","Bây giờ, ở dưới cùng rãnh nứt này có gì"
Anhydrous iron(III) fluoride is prepared by treating virtually any anhydrous iron compound with fluorine,Sắt(III) florua khan được điều chế bằng cách xử lý hầu như mọi hợp chất sắt khan bằng flo
We were told there was a witness,Chúng ta đã được cho biết là có nhân chứng
"There is no one else on the stat ion, right ?",Không còn ai khác trên trạm chứ
A little warmth and encouragement would have been nice,Một vài lời động viên có thể có sức mạnh hơn
"Oppa, you got a perfect score this time too, right ?","Oppa, lần này anh cũng đạt điểm số tối đa phải không"
The mutations responsible for Costello syndrome lead to the production of an HRAS protein that is permanently active,Đột biến chịu trách nhiệm cho hội chứng Costello khiến HRAS protein hoạt động liên tục
Have you ever met a woman who was also like you ?,Anh có bao giờ gặp một người phụ nữ cũng giống như anh không
We will go help pulling weeds,Bọn tôi sẽ đi nhổ cỏ
"But that is not what happened, is it ?","Nhưng chuyện đâu phải vậy, đúng không"
"Eventually, Mstislav crossed the river under heavy arrow fire","Cuối cùng, Mstislav Mstislavich vượt sông trong mưa tên"
"Now Goering was, by all accounts, a terrible man","Và lúc này, với tất cả những điều đã gây ra, Goering trở thành một người đàn ông kinh khủng"
This whale could have been born around the start of the Industrial Revolution,Con cá voi này có thể được sinh ra trong khoảng thời kì bắt đầu cuộc Cách mạng Công nghiệp
"Acquaintance of mines been there, but I had not","Người quen của anh đã từng tới đây, nhưng anh thì chưa"
What does God need with a starship ?,Chúa cần phi thuyền để làm gì
That is a lot of your bankroll in play,Chơi thế là nhiều đấy
The ice is deeper than we thought,Lớp băng dày hơn họ nghĩ
